index,Text
02612,ممكن يكون ليها بعض الوجاهة
02613,فكرة إن الاتحاد بيستغل قوته الشرائية
02614,كتكتل اقتصادي ضخم في التفاوض على
02615,أسعار أفضل للطاقة ممكن تكون مقبولة
02616,لكن الكلام دا ما ينفعش أبدا في السوق الحالي
02617,اللي الدول كلها بتتخانق مع بعض فيه
02618,على الغاز
02619,يا راجل دا بتبقى ناقلة نفط غاز مسال
02620,ماشية في البحر جاية من أمريكا
02621,ورايحة الصين
02622,تقوم شركة من أوروبا تكلم الصينيين ويدفعوا
02623, فيها سعر أعلى من اللي دفعوه
02624,على طول القبطان بيغير طريقه في البحر
02625,ويودي الحمولة للي دفع فيها أعلى سعر
02626,دا اللي بيحصل في سوق الغاز الطبيعي
02627,في الشهور الأخيرة
02628,وخليني أذكر لكم مثال سريع
02629,فيه شركة غاز طبيعي صينية اسمها
02630,الشركة دي شارية شحنة غاز مسال من
02631,شركة أمريكية اسمها
02632,ناقلة الغاز الطبيعي المسال
02633,الموجودة على ساحل الخليج
02634,المفروض إن الناقلة دي تشيل شحنة الغاز
02635,وتنقلها للساحل الشرقي للصين
02636,ولكن الشحنة دي مش هتروح للصين
02637,هتروح لأوروبا
02638,باختصار مشتري من أوروبا دخل ودفع
02639,للصينيين في الشحنة دي سعر أعلى من اللي
02640,دفعوه وخدها منهم
02641,تخيل بقى الصينيين هيكسبوا كام من شحنة
02642,الغاز دي 
02643,دا في شحنة واحدة
02644,من الآخر سوق الغاز الطبيعي النهار دا
02645,سوق مجنون
02646,التنافس فيه شديد جدا
02647,في سوق زي دا ما تقدرش تفرض
02648,سقف أسعار
02649,مستحيل
02650,لأن ببساطة المورد أيا كان هو مين
02651,هيقو لك أنا هبيع لغيرك
02652,الزباين واقفين طوابير أصلا
02653,رئيس وزراء لاتفيا كريسجانيس كارينز
02654,اقتراح فرض سقف لأسعار الغاز
02655,كان صريح جدا
02656,الراجل بيقول محاولة فرض سقف أسعار
02657,للغاز الطبيعي ممكن يضر أو يؤثر بشكل سلبي
02658,على إمدادات القارة من الغاز ويعرضها للخطر
02659,لو حددنا السعر ما فيش حد هيبيع
02660,غاز لأوروبا
02661,ودي بالمناسبة نفس وجهة نظر ألمانيا وهولندا
02662,والدانمارك اللي بيعارضوا بشدة خطة فرض
02663,سقف لسعر الغاز على الرغم من إنهم متضررين
02664,من أسعاره الجنونية الحالية
02665,المستشار الألماني أولاف شولتز اللي بيعارض
02666,خطة سقف الأسعار بشدة عنده فكرة بديلة
02667,الراجل بيقول إحنا بدل الفكرة الفاشلة بتاعة
02668,سقف الأسعار دي إحنا ننظم السوق شوية
02669,يعني هنعمل إيه بالضبط يا مستر شولتز 
02670,قال لك إحنا هنروح لأكبر مشتري الغاز الطبيعي
02671,في العالم النهار دا اللي من ضمنهم مثلا دول
02672,زي اليابان وكوريا الجنوبية
02673,ونقول لهم يا جماعة بدل ما نزايد على بعض
02674,في السوق ونرفع الأسعار لمستويات جنونية
02675,إحنا نرتب الأمور ما بينا وبين الآسيويين
02676,ونتفق على دا مع الموردين اللي أبرزهم
02677,النرويج وأمريكا وبعض الدول العربية
02678,بحيث الأسعار تنزل شوية ويبقى فيه توازن بين
02679,العرض والطلب
02680,لكن لحد دلوقت ما حدش في الاتحاد
02681,متحمس أوي لخطة ألمانيا
02682,الألمان ماشيين في سكة والفرنسيين
02683,ماشيين في سكة تانية
02684,ويبقى الوضع كما هو عليه
02685,أسعار جنونية للغاز الطبيعي
02686,رئيس وزراء النرويج جوناس جار ستور
02687,قال لرئيسة المفوضية الأوروبية لما كلمته
02688,على خطة سقف الأسعار إن الخطة دي
02689,مش هتنفع
02690,ومش هتحل المشكلة الأساسية في أوروبا
02691,وهي نقص الغاز
02692,وفي تصريحات ليه في صحيفة
02693,فيردينس غانغ النرويجية
02694,جوناس تهرب من الأوروبيين بذكاء
02695,وقال فيه حاجة لازم أصدقائي الأوروبيين
02696,يفهموها وهي إن مش أنا اللي ببيع الغاز
02697,فيه شركات واخدة مننا تراخيص
02698,هي اللي بتنتج وبتبيع الغاز
02699,وإحنا في المقابل كحكومة بناخد منها
02700,ضرايب عالية
02701,هم اللي بيبيعوا مش إحنا
02702,من الآخر كدا النرويجيين مش هيمشي معاهم
02703,الكلام دا بتاع خطة سقف الأسعار
02704,ألمانيا على عكس فرنسا ما عندهاش
02705,أزمة في تحمل التكلفة المالية الباهظة الناتجة
02706,عن ارتفاع أسعار الغاز
02707,علشان يمولوا خطة هدفها الحد من تأثير
02708,ارتفاع أسعار الطاقة في البلد على
02709,المواطنين والشركات
02710,الخطة دي كتير من الأوروبيين وعلى رأسهم
02711,الفرنسيين والبولنديين هاجموها لأنها برأيهم
02712,بتدي للألمان وصناعتهم ميزة تنافسية
02713,عليهم وبتضر بقواعد المنافسة العادلة
02714,لكن وزير المالية الألماني كريستيان ليندنر
02715,دافع عن الخطة وقال دي مش خطة اقتصادية
02716,ولا هي محاولة لتحفيز الطلب المحلي
02717,ولا هي مساعدة اقتصادية من الحكومة
02718,بيهم صدمة مدمرة في الأسعار
02719,لا أكتر ولا أقل
02720,الاتحاد الأوروبي في النهاية هيقدر بشكل
02721,أو بآخر يتأقلم مع أسعار الغاز الطبيعي المرتفعة
02722,الغني فيهم زي ألمانيا هيدفع
02723,واللي ضاربه السلك وماشي بالمسكنات زي
02724,اليونان هيلاقي المفوضية الأوروبية تدعمه
02725,الضحية الحقيقية بقى للأسعار الحالية لسوق
02726,الغاز هي الدول النامية اللي ما عندهاش
02727,القوة الشرائية اللي ممكن تخليها تنافس
02728,الأوروبيين أو الدول الآسيوية الكبيرة زي
02729,الصين واليابان وكوريا الجنوبية على الغاز
02730,المتاح في السوق
02731,خد عندك مثلا باكستان
02732,البلد دي كانت عاملة مناقصة لتوريد كميات
02733,الانقطاعات المتكررة للكهربا عندها
02734,ما حدش قدم لأن ما فيش حد عاوز يدخل
02735,في عقود طويلة الأجل بأسعار أقل من
02736,الأسعار الحالية
02737,والباكستانيين على الناحية التانية ما يقدروش
02738,يدفعوا الأسعار المجنونة الموجودة في السوق
02739,النهار دا
02740,ما فيش غاز مسال تقريبا في السوق
02741,متاح للشرا غير كميات قليلة
02742,واللي عاوزه هيدفع فيه كتير
02743,بس يا سيدي أنا كدا خلصت كلامي
02744,وكالعادة عندي سؤال لحضراتكم
02745,برأيك لو كانت فرنسا منتج رئيسي
02746,للغاز الطبيعي زي وضع النرويج حاليا
02747,هل كانت هتقف جنب الأوروبيين
02748,وتبيع الغاز بسعر أقل من سعر السوق
02749,زي ما هي بتطلب من النرويجيين
02750,النهار دا 
02751,هتابع كل إجاباتكم في التعليقات
02752,وفي النهاية يا ريت لو عجبتك الحلقة دي
02753,وحابب تشوفنا تاني
02754,اشترك في القناة
02755,واستنانا في حلقات جديدة بإذن الله
02756,تريليون دولار
02757,مين يزود 
02758,الأرقام اللي فاتت دي كلها
02759,هي ببساطة تقديرات جهات مختلفة
02760,لتكلفة إعادة إعمار أوكرانيا بعد نهاية حربها مع روسيا
02761,حتبقى شغالة بقى لها سنة بالتمام والكمال
02762,وفي ظل إن الحرب لسة مستمرة لحد دالوقت
02763,والضرب لسة شغال
02764, فمن المتوقع إن الفلوس المطلوبة لإعادة بناء أوكرانيا
02765,اللي الحرب دمرتها
02766,هتزيد مع كل صاروخ وقذيفة روسية
02767, بتضرب تجاه أوكرانيا
02768,المشكلة بقى هي إن الفاتورة دي
02769,طول ما هي عمالة تزيد
02770,ففيه سؤال عمال يكبر و يطرح نفسه بشكل واضح
02771,لا يمكن تجاوزه أو القفز فوقه
02772,والسؤال دا ببساطة بيقول
02773,الفلوس المطلوبة لإعادة الإعمار دي
02774,هتيجي منين 
02775,مين يا جماعة اللي هيدفع الفلوس دي كلها 
02776,مين اللي هيمول من جيبه عملية إعادة إعمار أوكرانيا
02777,اللي هتتكلف مئات المليارات من الدولارات 
02778,هل أمريكا والاتحاد الأوروبي
02779,هيدفعوا الفلوس دي لأوكرانيا من جيبهم
02780,أو بمعنى أصح من جيوب دافع الضرائب 
02781,بعد أيام من انطلاق الحرب
02782,ودخول القوات الروسية للأراضي الأوكرانية
02783,الرئيس الأوكراني فولوديمير زيلنسكي
02784,طلع وقال للروس
02785,أنتو هتدفعوا لنا تمن كل حاجة دمرتوها
02786,وبعده طلع الرئيس الأمريكي جو بايدن
02787,قال إن بوتن هيدفع التمن
02788,طيب هل الكلام دا معناه إن روسيا
02789,هي اللي هتدفع
02790,ثمن عملية إعادة إعمار أوكرانيا 
02791,طب هل الروس هيوافقوا كدا ببساطة
02792, وللا الأمريكان وحلفاؤهم
02793,عندهم خطة لإجبار الروس على الدفع 
02794,هل الخطة دي
02795,لها علاقة باحتياطيات البنك المركزي الروسي
02796,اللي تم تجميدها في بداية الحرب
02797,والسؤال الأهم بقى
02798,هل أمريكا هتقدر تستولى على احتياطيات روسيا
02799,اللي تم تجميدها وتحولها لحساب الأوكرانيين
02800, زي ما الحكومة الأوكرانية عاوزة 
02801,دا جزء من اللي هندردش فيه مع بعض 
02802,في حلقة النهار دا
02803,أنا أشرف إبراهيم ودا المخبر الاقتصادي
02804,الجيش الروسي
02805,الهجوم دا تسبب في انقطاع التيار الكهربائي
02806,وخدمات الهاتف المحمول
02807,في معظم أنحاء البلد
02808,ودا خلى وزير الطاقة الأوكراني هيرمان هالوشينكو
02809, يصف الهجوم بإنه أكبر عملية قصف للبنية التحتية
02810,للطاقة في أوكرانيا من ساعة ما الحرب بدأت
02811,والراجل توقع إن روسيا هتشن تاني هجمات مشابهة
02812,تستهدف من خلالها تدمير قطاع الطاقة في أوكرانيا
02813,ودا اللي حصل بالفعل
02814,لكن الروس ما ضربوش قطاع الطاقة بس في أوكرانيا
02815,لا
02816, كان فيه جهود منظمة لتدمير البنية التحتية الأساسية
02817, والقطاعات الإنتاجية والصناعية في أوكرانيا
02818, كوسيلة لتركيعها وإجبارها على التراجع
02819,في ساحة المعركة
02820,مصنع آزوفستال
02821,دا مصنع موجود في مدينة ماريوبول الأوكرانية
02822,وكان بيعتبر واحد من أكبر مصانع الصلب في أوروبا
02823, وفيه مجموعة كبيرة من الأفران الضخمة
02824, لصهر المعادن
02825,تاني يوم الجيش الروسي دخل الأراضي الأوكرانية
02826, والحرب بين موسكو وكييف بدأت والضرب اشتغل
02827,في خلال تلات شهور بالضبط
02828,مصنع آزوفستال تدمر
02829,هو ومدينة ماريوبول
02830,ومجموعة تانية من المدن في شرق أوكرانيا
02831,اللي تحولت لحطام
02832,الصواريخ والمدفعية الروسية
02833,تسببت للأوكرانيين في أضرار اقتصادية كبيرة جدا
02834,ودا انعكس على الناتج المحلي للبلد
02835,أو كلية كييف للاقتصاد
02836,الكلية دي عاملة مشروع اسمه
02837,أو روسيا ستدفع
02838,في إطار المشروع دا
02839, خبراء من الكلية بالتعاون مع جهات خارجية
02840, بيعملوا تقييم محدث باستمرار
02841, لتكلفة الأضرار اللي بتتعرض لها مختلف قطاعات
02842,الاقتصاد الأوكراني كنتيجة للقصف الروسي
02843,المهم بحسب أحدث تقرير صادر عن الكلية
02844, تكلفة الأضرار المباشرة
02845,اللي تعرضت لها البنية التحتية الأوكرانية
02846,دا رقم ضخم
02847,ولكنه في الحقيقة رقم قليل
02848,بالمقارنة مع تقديرات تانية
02849,صدرت عن جهات مختلفة في الشهور الأخيرة
02850,على سبيل المثال
02851,في سبتمبر اللي فات البنك الدولي قال
02852,إنه وفقا لحساباته
02853,فالغزو الروسي تسبب لأوكرانيا
02854,علشان تتعافى اقتصاديا
02855,وتنفذ عملية إعادة الإعمار
02856,المهم الحسابات دي معمولة على أساس
02857,والحقيقه أن روسيا بهدلت الأوكرانيين
02858,بعد التلات شهور دول
02859,بعضكم ممكن يتخيل إن البنك الدولي بيبالغ
02860,خصوصا لما يقارن
02861,بقيمة اقتصادها كله على بعضه قبل الحرب
02862,ولكن في الحقيقة دا مش أعلى رقم اتقال
02863,رئيس الوزراء الأوكراني دينيس شمايل
02864,قال في يوليو اللي فات
02865,بعده بشهرين وتحديدا في سبتمبر اللي فات
02866,الرئيس الأوكراني فولوديمير زيلينسكي
02867,طلع قال يا جماعة عملية إعادة إعمار أوكرانيا
02868,هتتكلف تريليون دولار مرة واحدة
02869,التريليون دولار دول بحسب كلام زيلينسكي
02870,هيتصرفوا على أكبر مشروع اقتصادي
02871,في أوروبا في العصر الحالي
02872,طبعا تريليون دولار رقم خزعبلي
02873,بس برضه مش هو أعلى رقم اتقال في المزاد
02874, اللي ما لوش معالم دا
02875,رئيس بنك الاستثمار الأوروبي فيرنر هوير 
02876,كان صاحب أعلى رقم اتقال في القصة دي
02877, لما طلع وقال
02878,أوكرانيا هتحتاج حوالي تريليون يورو
02879, عشان تصلح الأضرار اللي روسيا تسببت فيها
02880,طبعا التباين والاختلاف الواضح
02881,بين التقديرات المختلفة لتكلفة عملية إعمار أوكرانيا
02882, بيبين إن معظمها إن لم يكن كلها
02883, تقديرات جزافية
02884,ما تمش حسابها على أساس علمي دقيق
02885,وبالتأكيد الرقم الدقيق لتكلفة إعادة الأعمار
02886,مش حيتحسب صح إلا في نهاية الحرب
02887, لما يحصل حصر شامل للأضرار
02888, ويتعرف إيه المطلوب بالضبط
02889, علشان أوكرانيا تقف على رجليها تاني اقتصاديا
02890,لكن بغض النظر عن الرقم الدقيق
02891, فالمؤكد إن إعادة إعمار أوكرانيا
02892, هتكلف مئات المليارات من الدولارات
02893,ودا بيطرح تساؤل مين اللي هيدفع 
02894,الأوكرانيين على الحديد أصلا وماشيين بالزق
02895,ولولا الدعم الغربي
02896,ما كانوش حيعرفوا يؤكلوا نفسهم
02897,ناهيك عن إنهم يحاربوا
02898,الحكومة الأوكرانية من غير إعادة إعمار ولا حاجة
02899, واقعة في ورطة مالية
02900, مديرة صندوق النقد الدولي كريستينا جورجيفا بتقول
02901, علشان تفضل واقفة على رجليها
02902,العجز دا غالبا هيتم تغطيته بشكل أساسي
02903,من خلال قروض من صندوق النقد الدولي
02904,والولايات المتحدة والاتحاد الأوروبي
02905,ودا في استمرار للدعم المالي
02906,اللي بتوفره الولايات المتحدة وحلفائها لأوكرانيا
02907,من بداية الحرب في صورة منح وقروض ميسرة
02908,الجزء الأكبر منها مش هيترد في الغالب
02909,يعني من الآخر أوكرانيا غالبا ما معهاش فلوس تدفع
02910,أو تشارك بقوة في تحمل تكلفة عملية إعادة الإعمار
02911,ودا بالمناسبة على عكس اللي حصل مع العراق
02912,اللي تم تحميلها الجزء الأكبر
02913,من تكلفة مشروع إعادة الإعمار
02914,المهم الدعم المالي اللي بيتم تقديمه حاليا
02915,لأوكرانيا بحيث تفضل متماسكة حاجة
02916, وتكلفة عملية إعادة إعمارها حاجة تانية خالص
02917,إحنا بنتكلم على مئات المليارات
02918,ودا مبلغ من الصعب جدا
02919,إن أي بلد في العالم تقدر توفره لأوكرانيا
02920,والصعوبة في الحقيقة بتكمن
02921, في إقناع الناخبين أو دافعي الضرائب في الغرب
02922,إنهم يتحملوا تكلفة إعادة إعمار أوكرانيا
02923,اللي روسيا بهدلتها
02924,خصوصا وإن الدعم المالي والسياسي
02925, اللي تم تقديمه بالفعل للأوكران في الحرب
02926, لحد النهار دا كان له ارتدادات سلبية على
02927,مستويات المعيشة في الغرب
02928,بعد ارتفاع أسعار الطاقة والغذاء
02929,ودا ساهم في ظهور أصوات معارضة
02930,للدعم المطلق الحاصل حاليا لأوكرانيا
02931,في أكتوبر اللي فات المستشار الألماني
02932,أولاف شولتس أعلن في وجود قادة الاتحاد الأوروبي
02933, إنهم هيبدؤوا يشتغلو على خطة لإعادة إعمار أوكرانيا
02934, أو خطة مارشال الجديدة
02935,وطبعا الاسم أكيد رن في ودانكو
02936,باختصار المستشار الألماني
02937,تعمد اختيار الاسم دا نسبة لخطة مارشال
02938,اللي أطلقتها الولايات المتحدة
02939,في أربعينيات القرن اللي فات
02940,علشان تساعد الدول الأوروبية
02941,إنها تتعافى من آثار الحرب العالمية التانية
02942,اللي دمرت القارة
02943,والخطة دي إلى حد كبير كانت ناجحة
02944,علشان كدا الألمان اختاروا الاسم دا
02945,على أمل إن خطة إعادة إعمار أوكرانيا تنجح
02946,ولكن فيه فروق كبيرة
02947,بين خطة مارشال القديمة والجديدة
02948,خطة مارشال القديمة كان فيها مانح واحد
02949, ودا سهل الأمور شوية
02950,الحاصل دالوقت هو العكس
02951,فيه مستقبل واحد للمساعدات اللي هو أوكرانيا
02952,ما بين حكومات ومؤسسات دولية
02953,دا أولا
02954,ثانيا بقى ودا الأهم
02955, فيه فرق كبير في التكلفة
02956,خطة مارشال في الأربعينيات
02957,في المقابل إعادة إعمار أوكرانيا
02958,ممكن توصل لأكتر من تريليون دولار
02959, وفقا لبعض التقديرات
02960,ودا على حسب الحرب هتنتهي إمتى وإزاي 
02961,ودا برضه يرجعنا تاني لنفس السؤال
02962,خطة مارشال القديمة
02963,أمريكا هي اللي تحملت تكلفتها
02964,الخطة الجديدة بقى
02965,مين اللي هيمولها 
02966,المنطق بيقول إنه في الغالب
02967, الولايات المتحدة وأوروبا الحلفاء الحاليين لأوكرانيا
02968,هم اللي هيتحملوا الجزء الأكبر
02969,من تكلفة إعادة إعمار أوكرانيا
02970, لكن في نفس الوقت حلفاء أوكرانيا
02971,مستكترين التكلفة
02972,خصوصا الاتحاد الأوروبي
02973,اللي بالنسبة له أزمة أوكرانيا دي
02974,مصيبة واتحدفت عليه
02975,أولا أوكرانيا مش عضو في الاتحاد الأوروبي
02976, ولا في الناتو
02977,وثانيا اللي دغدغ أوكرانيا هي روسيا
02978,واللي هي برضو لا عضو في الاتحاد الأوروبي
02979,ولا عضو في الناتو
02980,يعني هم ما لهمش علاقة لا بالظالم ولا بالمظلوم
02981,في بداية ديسمبر اللي فات جوزيف بوريل
02982, منسق السياسة الخارجية بالاتحاد الأوروبي
02983, قال إحنا هندور على أي وسيلة قانونية
02984,نجبر من خلالها روسيا
02985, إنها تدفع تمن الدمار اللي تسببت فيه في أوكرانيا
02986,حلو قوي الكلام دا
02987,السؤال بقى
02988,دا هيحصل إزاي 
02989,أو بمعنى أصح إزاي هيتم إجبار روسيا
02990,على إنها تتحمل ولو جزء
02991,من تكلفة إعادة إعمار أوكرانيا
02992,خصوصا وإنه واضح جدا
02993,من طريقة القصف الروسي العنيف للأراضي الأوكرانية
02994, إن الروس مش عاملين حسابهم
02995,إنهم هيحاسبوا على الحاجة اللي بيدغدغوها دي
02996,هنا بقى إنت عندك مسار من اتنين 
02997, المسار الأول
02998,هو إنه يتعمل في روسيا
02999, نفس اللي اتعمل في ألمانيا
03000, بعد الحرب العالمية الأولى وبعد الحرب العالمية التانية
03001,وهو إن الطرف المنتصر
03002,يجبر الطرف المهزوم
03003,على إنه يدفع له تعويضات
03004,عن أي أضرار لحقت به بسبب الحرب
03005,ألمانيا اتذلت حرفيا
03006,بعد ما خسرت الحرب العالمية الأولى
03007, والحلفاء أجبروا الحكومة الألمانية
03008,اللي حملت الألمان لوحدهم تكاليف الحرب
03009,نفس السيناريو تكرر بعد الحرب العالمية الثانية
03010,وألمانيا فضلت تسدد في تعويضات للحلفاء
03011,بس هل السيناريو دا ينفع يتكرر مع روسيا 
03012,روسيا لو خسرت الحرب فالمنتصر هيكون أوكرانيا
03013, وأوكرانيا حتى لو كسبت
03014, مستحيل بمعنى مستحيل تقدر تجبر الروس
03015,إنهم يمضوا على تعويضات لها
03016,هي أصلا مش في وضع يسمح لها
03017, بإجبار روسيا على النقطة دي
03018, ودا ياخدنا للمسار التاني
03019, اللي بنلاقي فيه حلفاء أوكرانيا اللي هم أمريكا وأوروبا
03020,الناس دي ممكن تعمل إيه بالضبط
03021,علشان تطلع من روسيا
03022,بأي فلوس تستخدم في إعادة أعمار أوكرانيا
03023,في نهاية فبراير اللي فات
03024,وبعد أيام من انطلاق الحرب الروسية
03025,الولايات المتحدة وحلفاؤها
03026, من أصول البنك المركزي الروسي الموجودة عندهم
03027,روسيا ممنوعة من الوصول للفلوس دي من ساعتها
03028,هي ملكها قانونا
03029,لكنها ممنوعة من التصرف فيها بأي شكل
03030,المهم المبلغ الضخم دا بيزغلل العين
03031, وخصوم روسيا شايفين إنه
03032,هيكون مبلغ كافي جدا
03033,لمساعدة أوكرانيا في إعادة الإعمار
03034,وهيخفف الفاتورة على أمريكا وحلفائها
03035,النائب الديمقراطي في مجلس النواب
03036,توم مالينوفسكي
03037, سأل وزير الخارجية الأمريكي أنطوني بلينكن
03038,في جلسة استماع وقال له
03039,إيه رأيك يا سيادة الوزير
03040, في استخدام الأصول الروسية المجمدة
03041,الخاصة بالبنك المركزي الروسي
03042, في إعادة أعمار أوكرانيا 
03043, الوزير رد عليه وقال له
03044,إحنا في الوزارة بندرس الموضوع دا
03045,علشان نعرف إزاي نقدر نستفيد من الأصول دي
03046,بعدها جوزيب بوريل قال لفايننشال تايمز
03047,إنه بيؤيد بشدة استخدام
03048,أموال البنك المركزي الروسي
03049,في تمويل إعادة إعمار أوكرانيا
03050, السؤال بقى
03051,هل دا ممكن يحصل 
03052,في الحقيقة فيه بعض العقبات القانونية
03053,اللي ممكن تخلي خطوة
03054,الاستيلاء على حيازات المركز الروسي المجمدة
03055,شيء غير ممكن
03056,والعقبات القانونية دي
03057,موجودة في الولايات المتحدة والاتحاد الأوروبي
03058,و خلونا ناخد الولايات المتحدة كمثال
03059,أو قانون التجارة مع العدو
03060,القانون دا كان بيسمح للحكومة الأمريكية
03061, إنها تصادر الأصول الخاصة بأي دولة معادية
03062, لو الدولة دي في حالة حرب معلنة
03063,بينها وبين أمريكا
03064,خد بالك من الكلام
03065, فقط في حالة الحرب المعلنة
03066,لكن بعدها الكونغرس أقر تشريع
03067, بيسمح للرئيس إنه يفعل مواد القانون دا
03068, في بعض حالات الطوارئ
03069, وفضل الحال على الوضع دا سنين طويلة
03070,أو قانون سلطات الطوارئ الاقتصادية
03071,والل قيد صلاحيات الرئيس الأمريكي
03072,على أصول الدول الأجنبية
03073, وخلاها محصورة بس في قرار التجميد
03074,ممنوع يستولى على الأصول دي أو يمنحها لحد
03075,الكلام دا فضل لحد ما الكونغرس
03076,رجع تاني بعد هجمات سبتمبر 
03077,وعدل القانون
03078, بحيث يسمح للحكومة الأمريكية
03079, إنها تصادر أصول الدول الأجنبية
03080,لما تكون متورطة معها في نزاع مسلح
03081,إيه بقى هو تعريف النزاع المسلح
03082,دا شيء غير واضح ومختلف فيه بين
03083, القانونيين الأمريكيين
03084,ولكن بمناسبة القانون دا
03085, حابب بس أقول لكم على معلومة بسيطة
03086,الرئيس الأمريكي وقتها جورج بوش الأب
03087, استخدم الصلاحيات اللي بيديها له
03088,قانون سلطات الطوارئ الاقتصادية
03089, وأصدر قرار بتجميد أموال العراق
03090,الموجودة في الولايات المتحدة
03091,قرار التجميد كان ساعتها
03092,أقصى حاجة جورج بوش الأب يقدر يعملها
03093,المهم فضلت الفلوس متجمدة ومتحفظ عليها
03094,وبقى فيه إمكانية للمصادرة
03095,وجه ابنه الرئيس الأمريكي جورج دبليو بوش
03096,وأمر وزارة الخزانة
03097,من أموال الحكومة العراقية اللي أبوه كان مجمدها
03098,هل ممكن نشوف وزارة الخزانة الأمريكية
03099, بتعمل نفس الحركة مع روسيا
03100,وتصادر أصول البنك المركزي الروسي
03101,الموجودة في الولايات المتحدة 
03102,خلونا نسأل الوزارة
03103,في مايو اللي فات وزيرة الخزانة الأمريكية
03104,جانيت يلن
03105,قالت إن الولايات المتحدة ما عندهاش أي سلطة
03106,قانونية تديها الحق
03107,في مصادرة أصول البنك المركزي الروسي المجمدة
03108,السيدة المحترمة قالت للصحفيين بكل وضوح
03109, إنه في الوقت الحالي
03110,غير ممكن قانونا في أمريكا
03111, الاستحواذ على أصول المركزي الروسي
03112,وركزوا في الكلام كويس
03113, هي قالت نصا بين الكلام
03114,أو بعدين في أي لحظة
03115,الموضوع مش محتاج أكتر من إن الكونغرس الأمريكي
03116, يوافق على تشريع يدي الرئيس الأمريكي السلطة
03117,في إنه يعمل بفلوس المركزي الروسي أي حاجة
03118,يعني فعليا اللي منع الأمريكان
03119,إنهم يشفطوا أصول المركزي الروسي
03120,هم الأمريكان نفسهم
03121,لكن نقطه مهمة جدا
03122, فيما يتعلق بموقف وزارة الخزانة من الموضوع دا
03123,يعني غير إن مسؤولي الوزارة
03124, شايفين إنه غير ممكن قانونا
03125,الاستحواذ على أصول البنك المركزي الروسي المجمدة
03126, فهم في الحقيقة خايفين إن حركة زي دي
03127,تخلي البنوك المركزية الأجنبية
03128,اللي شايلة جزء من أصولها في أمريكا
03129,تخاف وتسحبها
03130,خوفا من مصير مشابه للي حصل مع روسيا
03131,وهنا واحد يسأل
03132,هم لسة ما خافوش 
03133,النقطة دي بالذات
03134,تاخدني لسؤال الحلقة
03135, والسؤال بيقول
03136, هل اللي أمريكا عملته
03137, مع البنك المركزي الروسي لحد دالوقت
03138,ممكن يخلي البنوك المركزية الأجنبية التانية
03139,وخصوصا المركزي الصيني
03140,تسحب فلوسها الموجودة هناك
03141,هتابع كل إجاباتكم في التعليقات
03142,في النهاية ياريت لو عجبتكوا الحلقة دي
03143,وحابين تشوفونا تاني
03144,اشتركوا في القناة
03145,استنونا في حلقات جديدة بإذن الله
03146, سلام
03147,ضرب منطقة سان فرانسيسكو
03148, في الولايات المتحدة الأمريكية
03149, وتسبب في موت العشرات 
03150,وإصابة الآلاف من الأمريكيين
03151,الزلزال العنيف دا لما حصل
03152, هز مباني جامعة كاليفورنيا في بيركلي 
03153,اللي كان شغال فيها الاقتصادي الأمريكي 
03154, كأستاذ في كلية هاس للأعمال 
03155,أندرو لما حصل الزلزال 
03156,كان موجود في الطابق السادس
03157, في مبنى قديم في الحرم الجامعي 
03158,وكان معاه زميلة له 
03159,شغالة أستاذة برضو في نفس الكلية
03160,المهم أندرو حس بالزلزال وإن المبنى بيتهز
03161, فجري على طول وقف تحت الإطار 
03162,بتاع باب الغرفة اللي كان موجود فيها 
03163,بحيث ينقذ نفسه
03164,والسقف ميقعش فوق دماغه
03165,وكان متخيل إن زميلته
03166,الأستاذة الموجودة معه في نفس الغرفة 
03167,هتجري تقف جنبه هي كمان 
03168,علشان تنقذ نفسها
03169,ولكن دا محصلش
03170,أستاذ التحليل الاقتصادي بيحكي إن زميلته
03171, فضلت قاعدة على مكتبها ما بتتحركش 
03172,قاعدة بمنتهى الهدوء لا بتصرخ ولا بتعيط
03173,ولا باين عليها خالص إنها خايفة أو مهزوزة
03174,مين بقى زميلته الهادية جدا دي 
03175,جانيت يلين
03176,وزيرة الخزانة الأمريكية الحالية 
03177,والرئيسة السابقة لمجلس الاحتياطي الفدرالي
03178, السيدة اللي يمكن اعتبارها بدون مبالغة
03179,أقوى امرأة في العالم حاليا
03180,وأقوى شخصية نسائية في تاريخ الولايات المتحدة
03181,التاريخ الأمريكي فيه شخصيات نسائية
03182,مؤثرة كتير جدا
03183,زي نانسي بيلوسي 
03184,رئيسة مجلس النواب الأمريكي السابقة
03185, وهيلاري كلينتون
03186, وكوندوليزا رايس
03187,ومادلين أولبرايت
03188,اللي ترأسوا وزارة الخارجية الأمريكية
03189, في فترات مختلفة 
03190,ودا منصب مش هين بالمناسبة 
03191,مش عارف تعرفوا وللا لأ 
03192, بس وزير الخارجية 
03193,هو تالت أهم شخصية في الحكومة الأمريكية 
03194,بعد الرئيس ونائب الرئيس
03195,وعلى الرغم من إن الأسماء اللي ذكرناها دي 
03196, كانت صاحبة تاريخ كبير في الولايات المتحدة
03197, إلا إنها تظل في مرتبة أدنى 
03198,من حيث التأثير في سياسات أمريكا
03199, ومساراتها خصوصا في القرن الحالي 
03200,بالمقارنة مع جانيت يلين
03201,الست اللي معروف عنها إنها هادية جدا 
03202,وقليلة الكلام وفي نفس الوقت شديدة الذكاء
